id;titolo;genere;regista;anno;durata;etaMinima;dataOra;costo
P297;Le notti di Cabiria;Drama;Federico Fellini;1957;110;12;25/08/2027 15:30;6,50
P298;Jeux d'enfants;Comedy;Yann Samuell;2003;93;16;25/08/2027 13:00;7,50
P299;The Sixth Sense;Drama;M. Night Shyamalan;1999;107;12;25/08/2027 10:30;8,00
P300;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;24/08/2027 13:00;6,50
P301;Zelig;Comedy;Woody Allen;1983;79;6;24/08/2027 10:30;7,50
P302;Gone with the Wind;Drama;Victor Fleming;1939;238;0;23/08/2027 13:00;6,50
P303;Lat sau san taam;Action;John Woo;1992;128;16;23/08/2027 10:00;6,50
P304;Sholay;Action;Ramesh Sippy;1975;204;0;22/08/2027 16:30;8,00
P305;The Others;Horror;Alejandro Amenábar;2001;101;12;22/08/2027 14:00;7,50
P306;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;22/08/2027 10:00;8,50
P307;Swades: We, the People;Drama;Ashutosh Gowariker;2004;210;0;21/08/2027 16:00;8,50
P308;All That Jazz;Drama;Bob Fosse;1979;123;12;21/08/2027 13:00;6,50
P309;All That Jazz;Drama;Bob Fosse;1979;123;12;21/08/2027 10:00;7,50
P310;Jeux d'enfants;Comedy;Yann Samuell;2003;93;16;20/08/2027 10:00;6,50
P311;Amadeus;Biography;Milos Forman;1984;160;16;19/08/2027 10:00;7,00
P312;Sholay;Action;Ramesh Sippy;1975;204;0;18/08/2027 10:00;7,50
P313;Der Name der Rose;Crime;Jean-Jacques Annaud;1986;130;16;17/08/2027 15:30;8,50
P314;Toki o kakeru shôjo;Animation;Mamoru Hosoda;2006;98;0;17/08/2027 13:00;8,50
P315;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;17/08/2027 10:00;8,50
P316;Jeux d'enfants;Comedy;Yann Samuell;2003;93;16;16/08/2027 13:30;7,00
P317;Aliens;Action;James Cameron;1986;137;0;16/08/2027 10:30;6,50
P318;The Killing Fields;Biography;Roland Joffé;1984;141;12;15/08/2027 18:00;9,00
P319;8½;Drama;Federico Fellini;1963;138;12;15/08/2027 15:00;8,50
P320;Sholay;Action;Ramesh Sippy;1975;204;0;15/08/2027 10:30;6,50
P321;Indiana Jones and the Last Crusade;Action;Steven Spielberg;1989;127;0;14/08/2027 16:30;6,50
P322;Fitzcarraldo;Adventure;Werner Herzog;1982;158;16;14/08/2027 13:00;8,50
P323;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;14/08/2027 10:00;8,00
P324;Fitzcarraldo;Adventure;Werner Herzog;1982;158;16;13/08/2027 10:30;6,50
P325;Gone with the Wind;Drama;Victor Fleming;1939;238;0;12/08/2027 10:30;7,50
P326;Sholay;Action;Ramesh Sippy;1975;204;0;11/08/2027 16:00;6,50
P327;Lat sau san taam;Action;John Woo;1992;128;16;11/08/2027 13:00;7,50
P328;Casino Royale;Action;Martin Campbell;2006;144;12;11/08/2027 10:00;8,00
P329;Indiana Jones and the Last Crusade;Action;Steven Spielberg;1989;127;0;10/08/2027 15:30;7,00
P330;Lat sau san taam;Action;John Woo;1992;128;16;10/08/2027 12:30;8,50
P331;Once;Drama;John Carney;2007;86;16;10/08/2027 10:30;7,00
P332;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;09/08/2027 16:30;6,50
P333;Once;Drama;John Carney;2007;86;16;09/08/2027 14:00;7,50
P334;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;09/08/2027 10:00;8,00
P335;The Others;Horror;Alejandro Amenábar;2001;101;12;08/08/2027 19:30;10,00
P336;Saving Private Ryan;Drama;Steven Spielberg;1998;169;16;08/08/2027 16:00;8,50
P337;Sen to Chihiro no kamikakushi;Animation;Hayao Miyazaki;2001;125;0;08/08/2027 13:00;7,50
P338;The Treasure of the Sierra Madre;Adventure;John Huston;1948;126;12;08/08/2027 10:00;7,50
P339;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;07/08/2027 19:30;8,50
P340;Do lok tin si;Comedy;Kar-Wai Wong;1995;99;12;07/08/2027 17:00;8,50
P341;Fitzcarraldo;Adventure;Werner Herzog;1982;158;16;07/08/2027 13:30;7,50
P342;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;07/08/2027 10:00;6,50
P343;Barry Lyndon;Adventure;Stanley Kubrick;1975;185;6;06/08/2027 13:00;8,00
P344;Sen to Chihiro no kamikakushi;Animation;Hayao Miyazaki;2001;125;0;06/08/2027 10:00;7,50
P345;Aliens;Action;James Cameron;1986;137;0;05/08/2027 10:30;7,00
P346;The Shawshank Redemption;Drama;Frank Darabont;1994;142;12;04/08/2027 15:30;8,00
P347;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;04/08/2027 13:00;7,00
P348;Sen to Chihiro no kamikakushi;Animation;Hayao Miyazaki;2001;125;0;04/08/2027 10:00;7,50
P349;Aliens;Action;James Cameron;1986;137;0;03/08/2027 16:30;8,00
P350;The Killing Fields;Biography;Roland Joffé;1984;141;12;03/08/2027 13:30;6,50
P351;Indiana Jones and the Last Crusade;Action;Steven Spielberg;1989;127;0;03/08/2027 10:30;7,00
P352;The Muppet Movie;Adventure;James Frawley;1979;95;0;02/08/2027 10:30;8,00
P353;Swades: We, the People;Drama;Ashutosh Gowariker;2004;210;0;01/08/2027 18:00;9,00
P354;The Game;Action;David Fincher;1997;129;12;01/08/2027 15:00;7,00
P355;Gone with the Wind;Drama;Victor Fleming;1939;238;0;01/08/2027 10:00;7,50
P356;The Game;Action;David Fincher;1997;129;12;31/07/2027 19:30;9,00
P357;The Game;Action;David Fincher;1997;129;12;31/07/2027 16:30;8,00
P358;Fitzcarraldo;Adventure;Werner Herzog;1982;158;16;31/07/2027 13:00;7,00
P359;Finding Neverland;Biography;Marc Forster;2004;106;0;31/07/2027 10:30;8,50
P360;Aliens;Action;James Cameron;1986;137;0;30/07/2027 16:00;8,00
P361;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;30/07/2027 13:00;7,50
P362;Control;Biography;Anton Corbijn;2007;122;16;30/07/2027 10:00;8,50
P363;The Illusionist;Drama;Neil Burger;2006;110;0;29/07/2027 10:30;6,50
P364;Star Wars: Episode VI - Return of the Jedi;Action;Richard Marquand;1983;131;0;28/07/2027 16:00;7,50
P365;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;28/07/2027 13:00;7,50
P366;Finding Neverland;Biography;Marc Forster;2004;106;0;28/07/2027 10:30;7,50
P367;Star Wars: Episode VI - Return of the Jedi;Action;Richard Marquand;1983;131;0;27/07/2027 10:00;8,00
P368;Philadelphia;Drama;Jonathan Demme;1993;125;12;26/07/2027 10:30;6,50
P369;Le locataire;Drama;Roman Polanski;1976;126;16;25/07/2027 19:30;8,50
P370;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;25/07/2027 16:30;8,00
P371;The Game;Action;David Fincher;1997;129;12;25/07/2027 13:30;8,50
P372;The Shawshank Redemption;Drama;Frank Darabont;1994;142;12;25/07/2027 10:30;7,50
P373;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;24/07/2027 19:00;10,00
P374;The Bridges of Madison County;Drama;Clint Eastwood;1995;135;12;24/07/2027 16:00;8,00
P375;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;24/07/2027 13:00;8,50
P376;Le locataire;Drama;Roman Polanski;1976;126;16;24/07/2027 10:00;8,50
P377;The Birds;Drama;Alfred Hitchcock;1963;119;12;23/07/2027 14:30;7,00
P378;Zelig;Comedy;Woody Allen;1983;79;6;23/07/2027 12:30;8,00
P379;Toy Story 2;Animation;John Lasseter;1999;92;0;23/07/2027 10:00;8,00
P380;Batman Begins;Action;Christopher Nolan;2005;140;12;22/07/2027 10:00;8,50
P381;The Birds;Drama;Alfred Hitchcock;1963;119;12;21/07/2027 16:30;7,00
P382;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;21/07/2027 13:30;7,50
P383;The Game;Action;David Fincher;1997;129;12;21/07/2027 10:30;8,50
P384;Stand by Me;Adventure;Rob Reiner;1986;89;0;20/07/2027 15:30;6,50
P385;Close Encounters of the Third Kind;Drama;Steven Spielberg;1977;138;0;20/07/2027 12:30;7,50
P386;Finding Nemo;Animation;Andrew Stanton;2003;100;0;20/07/2027 10:00;8,00
P387;Zelig;Comedy;Woody Allen;1983;79;6;19/07/2027 13:00;7,50
P388;Ed Wood;Biography;Tim Burton;1994;127;0;19/07/2027 10:00;8,50
P389;Zelig;Comedy;Woody Allen;1983;79;6;18/07/2027 17:00;7,50
P390;Rio Bravo;Action;Howard Hawks;1959;141;12;18/07/2027 14:00;8,00
P391;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;17/07/2027 19:00;10,00
P392;The Shawshank Redemption;Drama;Frank Darabont;1994;142;12;17/07/2027 16:00;8,50
P393;Casino Royale;Action;Martin Campbell;2006;144;12;17/07/2027 13:00;7,50
P394;Le locataire;Drama;Roman Polanski;1976;126;16;17/07/2027 10:00;6,50
P395;Blazing Saddles;Comedy;Mel Brooks;1974;93;12;16/07/2027 10:30;6,50
P396;Rocky;Drama;John G. Avildsen;1976;120;0;15/07/2027 12:30;7,50
P397;Do lok tin si;Comedy;Kar-Wai Wong;1995;99;12;15/07/2027 10:00;8,50
P398;Control;Biography;Anton Corbijn;2007;122;16;14/07/2027 10:30;8,00
P399;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;13/07/2027 10:00;8,50
P400;Ladri di biciclette;Drama;Vittorio De Sica;1948;89;12;12/07/2027 13:00;8,50
P401;Close Encounters of the Third Kind;Drama;Steven Spielberg;1977;138;0;12/07/2027 10:00;8,00
P402;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;11/07/2027 18:30;10,00
P403;Det sjunde inseglet;Drama;Ingmar Bergman;1957;96;12;11/07/2027 16:00;7,50
P404;Rio Bravo;Action;Howard Hawks;1959;141;12;11/07/2027 13:00;8,50
P405;Lock, Stock and Two Smoking Barrels;Action;Guy Ritchie;1998;107;12;11/07/2027 10:30;7,00
P406;The Birds;Drama;Alfred Hitchcock;1963;119;12;10/07/2027 19:00;9,50
P407;Fantasia;Animation;James Algar;1940;125;0;10/07/2027 16:00;8,00
P408;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;10/07/2027 13:00;7,00
P409;Happiness;Comedy;Todd Solondz;1998;134;12;10/07/2027 10:00;8,00
P410;Who's Afraid of Virginia Woolf?;Drama;Mike Nichols;1966;131;12;09/07/2027 16:30;8,00
P411;Ikiru;Drama;Akira Kurosawa;1952;143;12;09/07/2027 13:30;8,50
P412;Once Upon a Time in the West;Western;Sergio Leone;1968;165;0;09/07/2027 10:00;8,00
P413;Gone with the Wind;Drama;Victor Fleming;1939;238;0;08/07/2027 13:30;7,00
P414;Casino Royale;Action;Martin Campbell;2006;144;12;08/07/2027 10:30;7,50
P415;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;07/07/2027 16:00;6,50
P416;The Birds;Drama;Alfred Hitchcock;1963;119;12;07/07/2027 13:00;7,00
P417;The Bridges of Madison County;Drama;Clint Eastwood;1995;135;12;07/07/2027 10:00;8,00
P418;Happiness;Comedy;Todd Solondz;1998;134;12;06/07/2027 10:00;8,50
P419;American Gangster;Biography;Ridley Scott;2007;157;12;05/07/2027 13:30;8,00
P420;Fantasia;Animation;James Algar;1940;125;0;05/07/2027 10:30;7,00
P421;Match Point;Drama;Woody Allen;2005;124;16;04/07/2027 18:00;10,00
P422;The Illusionist;Drama;Neil Burger;2006;110;0;04/07/2027 15:00;7,50
P423;Gone with the Wind;Drama;Victor Fleming;1939;238;0;04/07/2027 10:00;7,00
P424;Toy Story 2;Animation;John Lasseter;1999;92;0;03/07/2027 19:00;8,50
P425;Stand by Me;Adventure;Rob Reiner;1986;89;0;03/07/2027 16:30;6,50
P426;Once Upon a Time in the West;Western;Sergio Leone;1968;165;0;03/07/2027 13:00;8,50
P427;Batman Begins;Action;Christopher Nolan;2005;140;12;03/07/2027 10:00;8,50
P428;Serenity;Action;Joss Whedon;2005;119;12;02/07/2027 13:30;8,50
P429;Match Point;Drama;Woody Allen;2005;124;16;02/07/2027 10:30;6,50
P430;Rocky;Drama;John G. Avildsen;1976;120;0;01/07/2027 10:00;8,50
P431;The Muppet Movie;Adventure;James Frawley;1979;95;0;30/06/2027 13:00;6,50
P432;Gongdong gyeongbi guyeok JSA;Action;Chan-wook Park;2000;110;12;30/06/2027 10:30;8,50
P433;The Illusionist;Drama;Neil Burger;2006;110;0;29/06/2027 13:00;8,50
P434;The Killing Fields;Biography;Roland Joffé;1984;141;12;29/06/2027 10:00;8,50
P435;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;28/06/2027 16:00;8,00
P436;Sleepers;Crime;Barry Levinson;1996;147;12;28/06/2027 13:00;7,00
P437;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;28/06/2027 10:30;7,50
P438;La montaña sagrada;Adventure;Alejandro Jodorowsky;1973;114;16;27/06/2027 18:30;10,00
P439;American Gangster;Biography;Ridley Scott;2007;157;12;27/06/2027 15:00;6,50
P440;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;27/06/2027 12:00;8,50
P441;Stand by Me;Adventure;Rob Reiner;1986;89;0;27/06/2027 10:00;6,50
P442;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;26/06/2027 19:30;8,50
P443;Fantasia;Animation;James Algar;1940;125;0;26/06/2027 16:30;8,00
P444;Once Upon a Time in the West;Western;Sergio Leone;1968;165;0;26/06/2027 13:00;8,00
P445;Who's Afraid of Virginia Woolf?;Drama;Mike Nichols;1966;131;12;26/06/2027 10:00;7,00
P446;Gongdong gyeongbi guyeok JSA;Action;Chan-wook Park;2000;110;12;25/06/2027 10:30;7,50
P447;The Illusionist;Drama;Neil Burger;2006;110;0;24/06/2027 10:00;7,50
P448;The Incredibles;Animation;Brad Bird;2004;115;0;23/06/2027 13:30;7,00
P449;Match Point;Drama;Woody Allen;2005;124;16;23/06/2027 10:30;7,00
P450;Enemy at the Gates;Drama;Jean-Jacques Annaud;2001;131;12;22/06/2027 10:30;6,50
P451;Ladri di biciclette;Drama;Vittorio De Sica;1948;89;12;21/06/2027 13:00;7,50
P452;Blazing Saddles;Comedy;Mel Brooks;1974;93;12;21/06/2027 10:30;7,00
P453;Twelve Monkeys;Mystery;Terry Gilliam;1995;129;12;20/06/2027 18:30;10,00
P454;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;20/06/2027 15:30;6,50
P455;Det sjunde inseglet;Drama;Ingmar Bergman;1957;96;12;20/06/2027 13:00;6,50
P456;Ed Wood;Biography;Tim Burton;1994;127;0;20/06/2027 10:00;7,50
P457;Lost in Translation;Comedy;Sofia Coppola;2003;102;12;19/06/2027 18:00;9,50
P458;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;19/06/2027 15:30;7,00
P459;Happiness;Comedy;Todd Solondz;1998;134;12;19/06/2027 12:30;7,00
P460;Blazing Saddles;Comedy;Mel Brooks;1974;93;12;19/06/2027 10:00;7,00
P461;Happiness;Comedy;Todd Solondz;1998;134;12;18/06/2027 16:30;7,50
P462;Rio Bravo;Action;Howard Hawks;1959;141;12;18/06/2027 13:30;7,50
P463;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;18/06/2027 10:30;7,50
P464;Gattaca;Drama;Andrew Niccol;1997;106;12;17/06/2027 14:00;7,50
P465;Munna Bhai M.B.B.S.;Comedy;Rajkumar Hirani;2003;156;0;17/06/2027 10:30;7,00
P466;Lost in Translation;Comedy;Sofia Coppola;2003;102;12;16/06/2027 10:30;8,00
P467;Tombstone;Action;George P. Cosmatos;1993;130;16;15/06/2027 16:30;7,00
P468;The Thin Red Line;Drama;Terrence Malick;1998;170;12;15/06/2027 12:30;7,00
P469;The Illusionist;Drama;Neil Burger;2006;110;0;15/06/2027 10:00;7,00
P470;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;14/06/2027 16:00;7,00
P471;The Incredibles;Animation;Brad Bird;2004;115;0;14/06/2027 13:00;7,50
P472;Match Point;Drama;Woody Allen;2005;124;16;14/06/2027 10:00;6,50
P473;Munna Bhai M.B.B.S.;Comedy;Rajkumar Hirani;2003;156;0;13/06/2027 16:30;7,50
P474;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;13/06/2027 14:00;8,50
P475;The Thin Red Line;Drama;Terrence Malick;1998;170;12;13/06/2027 10:00;8,50
P476;The Illusionist;Drama;Neil Burger;2006;110;0;12/06/2027 18:00;9,50
P477;Lock, Stock and Two Smoking Barrels;Action;Guy Ritchie;1998;107;12;12/06/2027 15:30;8,50
P478;Gattaca;Drama;Andrew Niccol;1997;106;12;12/06/2027 13:00;8,00
P479;Rocky;Drama;John G. Avildsen;1976;120;0;12/06/2027 10:00;8,50
P480;Enemy at the Gates;Drama;Jean-Jacques Annaud;2001;131;12;11/06/2027 10:30;8,50
P481;Match Point;Drama;Woody Allen;2005;124;16;10/06/2027 10:30;7,00
P482;The Killing Fields;Biography;Roland Joffé;1984;141;12;09/06/2027 16:00;7,50
P483;Enemy at the Gates;Drama;Jean-Jacques Annaud;2001;131;12;09/06/2027 13:00;7,50
P484;Gattaca;Drama;Andrew Niccol;1997;106;12;09/06/2027 10:30;7,50
P485;La montaña sagrada;Adventure;Alejandro Jodorowsky;1973;114;16;08/06/2027 15:30;8,00
P486;Lost in Translation;Comedy;Sofia Coppola;2003;102;12;08/06/2027 13:00;7,00
P487;Happiness;Comedy;Todd Solondz;1998;134;12;08/06/2027 10:00;7,50
P488;La montaña sagrada;Adventure;Alejandro Jodorowsky;1973;114;16;07/06/2027 16:00;7,50
P489;The Bridges of Madison County;Drama;Clint Eastwood;1995;135;12;07/06/2027 13:00;6,50
P490;Happiness;Comedy;Todd Solondz;1998;134;12;07/06/2027 10:00;8,00
P491;La haine;Crime;Mathieu Kassovitz;1995;98;12;06/06/2027 15:30;8,00
P492;Who's Afraid of Virginia Woolf?;Drama;Mike Nichols;1966;131;12;06/06/2027 12:30;7,00
P493;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;06/06/2027 10:00;8,00
P494;King Kong;Adventure;Merian C. Cooper;1933;100;12;05/06/2027 15:00;7,00
P495;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;05/06/2027 12:30;6,50
P496;Stand by Me;Adventure;Rob Reiner;1986;89;0;05/06/2027 10:30;7,00
P497;The Thin Red Line;Drama;Terrence Malick;1998;170;12;04/06/2027 16:00;7,50
P498;Escape from Alcatraz;Action;Don Siegel;1979;112;12;04/06/2027 13:00;7,50
P499;The Elephant Man;Biography;David Lynch;1980;124;12;04/06/2027 10:00;8,50
P500;Happiness;Comedy;Todd Solondz;1998;134;12;03/06/2027 13:00;6,50
P501;Det sjunde inseglet;Drama;Ingmar Bergman;1957;96;12;03/06/2027 10:30;8,50
P502;Ikiru;Drama;Akira Kurosawa;1952;143;12;02/06/2027 16:30;6,50
P503;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;02/06/2027 14:00;6,50
P504;The Thin Red Line;Drama;Terrence Malick;1998;170;12;02/06/2027 10:30;7,50
P505;Ikiru;Drama;Akira Kurosawa;1952;143;12;01/06/2027 16:00;8,50
P506;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;01/06/2027 13:30;7,00
P507;Sleepers;Crime;Barry Levinson;1996;147;12;01/06/2027 10:00;6,50
P508;Twelve Monkeys;Mystery;Terry Gilliam;1995;129;12;31/05/2027 13:00;6,50
P509;Tropa de Elite;Action;José Padilha;2007;115;16;31/05/2027 10:00;7,50
P510;Tropa de Elite;Action;José Padilha;2007;115;16;30/05/2027 16:00;8,00
P511;First Blood;Action;Ted Kotcheff;1982;93;12;30/05/2027 13:30;8,00
P512;Happiness;Comedy;Todd Solondz;1998;134;12;30/05/2027 10:30;7,00
P513;North by Northwest;Adventure;Alfred Hitchcock;1959;136;0;29/05/2027 18:30;8,50
P514;Lost in Translation;Comedy;Sofia Coppola;2003;102;12;29/05/2027 16:00;8,50
P515;Munna Bhai M.B.B.S.;Comedy;Rajkumar Hirani;2003;156;0;29/05/2027 12:30;8,50
P516;Gongdong gyeongbi guyeok JSA;Action;Chan-wook Park;2000;110;12;29/05/2027 10:00;8,50
P517;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;28/05/2027 13:00;8,50
P518;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;28/05/2027 10:30;7,00
P519;Badlands;Action;Terrence Malick;1973;94;6;27/05/2027 12:30;6,50
P520;Badlands;Action;Terrence Malick;1973;94;6;27/05/2027 10:00;8,50
P521;Mystic River;Crime;Clint Eastwood;2003;138;12;26/05/2027 13:00;7,00
P522;Le scaphandre et le papillon;Biography;Julian Schnabel;2007;112;12;26/05/2027 10:30;7,00
P523;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;25/05/2027 10:00;7,00
P524;Who's Afraid of Virginia Woolf?;Drama;Mike Nichols;1966;131;12;24/05/2027 10:30;7,00
P525;Heat;Crime;Michael Mann;1995;170;12;23/05/2027 17:30;7,00
P526;The Last Samurai;Action;Edward Zwick;2003;154;12;23/05/2027 14:00;8,00
P527;Cast Away;Adventure;Robert Zemeckis;2000;143;12;23/05/2027 10:30;6,50
P528;First Blood;Action;Ted Kotcheff;1982;93;12;22/05/2027 16:30;7,00
P529;Mystic River;Crime;Clint Eastwood;2003;138;12;22/05/2027 13:00;6,50
P530;Snatch;Comedy;Guy Ritchie;2000;104;12;22/05/2027 10:30;7,00
P531;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;21/05/2027 12:30;6,50
P532;Sunset Blvd.;Drama;Billy Wilder;1950;110;12;21/05/2027 10:00;8,00
P533;Tombstone;Action;George P. Cosmatos;1993;130;16;20/05/2027 15:30;6,50
P534;Tropa de Elite;Action;José Padilha;2007;115;16;20/05/2027 13:00;7,00
P535;Dazed and Confused;Comedy;Richard Linklater;1993;102;0;20/05/2027 10:30;7,00
P536;Braveheart;Biography;Mel Gibson;1995;178;12;19/05/2027 10:00;6,50
P537;Gattaca;Drama;Andrew Niccol;1997;106;12;18/05/2027 15:00;8,50
P538;Snatch;Comedy;Guy Ritchie;2000;104;12;18/05/2027 12:30;8,50
P539;Badlands;Action;Terrence Malick;1973;94;6;18/05/2027 10:00;7,00
P540;Brief Encounter;Drama;David Lean;1945;86;0;17/05/2027 14:00;7,50
P541;The Lord of the Rings: The Two Towers;Action;Peter Jackson;2002;179;12;17/05/2027 10:00;8,00
P542;First Blood;Action;Ted Kotcheff;1982;93;12;16/05/2027 18:30;8,50
P543;King Kong;Adventure;Merian C. Cooper;1933;100;12;16/05/2027 16:00;7,50
P544;All the President's Men;Biography;Alan J. Pakula;1976;138;0;16/05/2027 13:00;6,50
P545;King Kong;Adventure;Merian C. Cooper;1933;100;12;16/05/2027 10:30;8,50
P546;Tropa de Elite;Action;José Padilha;2007;115;16;15/05/2027 19:30;9,50
P547;Heat;Crime;Michael Mann;1995;170;12;15/05/2027 16:00;8,50
P548;La haine;Crime;Mathieu Kassovitz;1995;98;12;15/05/2027 13:30;8,00
P549;Cast Away;Adventure;Robert Zemeckis;2000;143;12;15/05/2027 10:00;7,00
P550;Twelve Monkeys;Mystery;Terry Gilliam;1995;129;12;14/05/2027 10:00;7,50
P551;Mystic River;Crime;Clint Eastwood;2003;138;12;13/05/2027 10:30;6,50
P552;All the President's Men;Biography;Alan J. Pakula;1976;138;0;12/05/2027 10:00;8,50
P553;Rain Man;Drama;Barry Levinson;1988;133;0;11/05/2027 12:30;8,00
P554;Fa yeung nin wah;Drama;Kar-Wai Wong;2000;98;0;11/05/2027 10:00;7,00
P555;Dom za vesanje;Comedy;Emir Kusturica;1988;142;16;10/05/2027 12:30;6,50
P556;First Blood;Action;Ted Kotcheff;1982;93;12;10/05/2027 10:00;8,00
P557;Brief Encounter;Drama;David Lean;1945;86;0;09/05/2027 20:00;9,50
P558;Dark City;Mystery;Alex Proyas;1998;100;12;09/05/2027 17:30;8,00
P559;Dom za vesanje;Comedy;Emir Kusturica;1988;142;16;09/05/2027 14:30;7,50
P560;Gandhi;Biography;Richard Attenborough;1982;191;0;09/05/2027 10:30;7,50
P561;First Blood;Action;Ted Kotcheff;1982;93;12;08/05/2027 16:30;7,50
P562;Vertigo;Mystery;Alfred Hitchcock;1958;128;12;08/05/2027 13:30;8,50
P563;A Streetcar Named Desire;Drama;Elia Kazan;1951;122;12;08/05/2027 10:30;8,00
P564;King Kong;Adventure;Merian C. Cooper;1933;100;12;07/05/2027 12:30;8,00
P565;Escape from Alcatraz;Action;Don Siegel;1979;112;12;07/05/2027 10:00;6,50
P566;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;06/05/2027 16:00;8,50
P567;Cabaret;Drama;Bob Fosse;124;12;06/05/2027 13:00;8,00
P568;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;06/05/2027 10:00;8,50
P569;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;05/05/2027 10:00;8,50
P570;Gandhi;Biography;Richard Attenborough;1982;191;0;04/05/2027 10:30;6,50
P571;Jûbê ninpûchô;Animation;Yoshiaki Kawajiri;1993;94;12;03/05/2027 10:00;6,50
P572;Badlands;Action;Terrence Malick;1973;94;6;02/05/2027 21:00;8,50
P573;Gandhi;Biography;Richard Attenborough;1982;191;0;02/05/2027 17:00;6,50
P574;Heat;Crime;Michael Mann;1995;170;12;02/05/2027 13:00;7,00
P575;Seppuku;Action;Masaki Kobayashi;1962;133;12;02/05/2027 10:00;7,50
P576;Snatch;Comedy;Guy Ritchie;2000;104;12;01/05/2027 16:00;7,50
P577;La haine;Crime;Mathieu Kassovitz;1995;98;12;01/05/2027 13:30;6,50
P578;Heat;Crime;Michael Mann;1995;170;12;01/05/2027 10:00;7,00
P579;The Red Shoes;Drama;Michael Powell;1948;135;12;30/04/2027 14:00;8,50
P580;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;30/04/2027 10:00;7,50
P581;Cast Away;Adventure;Robert Zemeckis;2000;143;12;29/04/2027 14:30;8,00
P582;The Lord of the Rings: The Two Towers;Action;Peter Jackson;2002;179;12;29/04/2027 10:30;7,00
P583;Duck Soup;Comedy;Leo McCarey;1933;69;12;28/04/2027 15:30;8,50
P584;Cabaret;Drama;Bob Fosse;1972;124;12;28/04/2027 12:30;7,50
P585;The Night of the Hunter;Crime;Charles Laughton;1955;92;12;28/04/2027 10:00;8,00
P586;Dom za vesanje;Comedy;Emir Kusturica;1988;142;16;27/04/2027 15:30;7,50
P587;Jûbê ninpûchô;Animation;Yoshiaki Kawajiri;1993;94;12;27/04/2027 13:00;7,50
P588;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;27/04/2027 10:30;6,50
P589;Dà hóng denglong gaogao guà;Drama;Yimou Zhang;1991;125;6;26/04/2027 15:00;8,00
P590;Escape from Alcatraz;Action;Don Siegel;1979;112;12;26/04/2027 12:00;8,50
P591;Brief Encounter;Drama;David Lean;1945;86;0;26/04/2027 10:00;7,50
P592;In a Lonely Place;Drama;Nicholas Ray;1950;94;12;25/04/2027 17:00;7,50
P593;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;25/04/2027 13:00;8,50
P594;Kakushi-toride no san-akunin;Adventure;Akira Kurosawa;1958;139;12;25/04/2027 10:00;8,00
P595;Million Dollar Baby;Drama;Clint Eastwood;2004;132;12;24/04/2027 17:00;8,00
